cow_id,name,breed,age_years,parity,days_in_milk,baseline_yield_liters,milk_yield_liters,yield_drop_pct,ec_lf,ec_rf,ec_lh,ec_rh,max_ec,ec_variance,scc,body_temp_c,milk_ph,udder_swelling,kicking_behavior,subclinical_quarter,risk_level,financial_loss_inr,recommended_action,phytotherapy_recipe
COW-1612,Meera,Rathi,7.5,4,153,11.2,3.3,70.8,6.57,6.81,6.64,6.87,6.87,0.3,1508816,40.0,7.18,2,2,RH,HIGH,50980,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1613,Sita,Gir,7.7,3,245,16.1,13.7,15.2,4.99,5.0,6.71,4.8,6.71,1.91,338611,38.7,6.81,1,0,LH,MEDIUM,8250,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1614,Sita,Gir,5.3,1,134,19.3,19.2,0.5,5.04,5.08,4.9,5.1,5.1,0.2,195000,38.5,6.56,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1615,Devi,Sahiwal,8.9,4,74,20.0,19.3,3.5,4.64,4.51,4.55,4.49,4.64,0.15,156046,38.5,6.54,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1616,Yamuna,Gir,5.7,1,248,16.3,13.7,15.8,4.75,6.85,5.02,4.85,6.85,2.1,419372,38.6,6.72,0,0,RF,MEDIUM,8153,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1617,Gauri,Sahiwal,7.5,4,83,16.8,16.8,0.0,4.7,4.63,4.5,4.48,4.7,0.22,165262,38.4,6.63,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1618,Tulsi,Tharparkar,3.7,6,17,14.1,13.9,1.5,4.63,4.58,4.77,4.63,4.77,0.19,161240,38.3,6.62,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1619,Tulsi,Gir,8.4,5,64,16.3,16.0,1.7,4.38,4.61,4.61,4.66,4.66,0.28,96612,38.4,6.62,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1620,Nandini,Sahiwal,3.9,1,227,14.2,13.6,3.9,5.05,4.86,5.13,4.87,5.13,0.27,150454,38.9,6.49,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1621,Kalyani,Red Sindhi,7.1,6,97,10.3,10.2,1.2,4.94,5.03,5.03,5.12,5.12,0.18,133652,38.3,6.5,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1622,Surabhi,Tharparkar,3.3,2,66,12.1,12.1,0.0,4.69,4.71,4.73,4.61,4.73,0.12,162257,38.5,6.67,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1623,Kalyani,Murrah Buffalo,7.0,3,34,12.4,12.1,2.8,4.71,4.83,4.56,4.69,4.83,0.27,129576,38.2,6.6,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1624,Devi,Red Sindhi,6.5,3,60,13.6,4.5,66.7,7.53,7.44,7.06,7.08,7.53,0.47,1052733,39.6,7.28,2,2,Both Front,HIGH,49249,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1625,Kamdhenu,Murrah Buffalo,2.6,5,241,14.3,12.5,12.8,5.01,6.28,4.81,5.03,6.28,1.47,350571,38.9,6.92,1,0,RF,MEDIUM,7249,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1626,Kamdhenu,Gir,3.5,4,163,15.2,15.2,0.0,4.81,4.95,5.03,4.87,5.03,0.22,92513,38.6,6.65,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1627,Devi,Murrah Buffalo,3.4,3,32,15.1,8.0,47.2,8.28,7.96,8.27,8.03,8.28,0.32,1311878,40.0,7.24,2,1,Both Front,HIGH,35668,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1628,Bhavani,HF Cross,7.4,2,207,22.2,21.8,1.6,4.75,4.88,5.01,4.74,5.01,0.27,142168,38.4,6.54,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1629,Ganga,Sahiwal,3.4,2,116,15.4,15.4,0.0,4.88,5.0,4.86,4.84,5.0,0.16,91946,38.3,6.62,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1630,Meera,Murrah Buffalo,4.5,4,115,13.6,11.5,15.2,6.98,5.14,5.17,5.15,6.98,1.84,366641,38.9,6.72,0,1,LF,MEDIUM,6860,Subclinical warning in LF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1631,Bhavani,Tharparkar,5.5,1,165,13.6,13.5,0.8,4.86,4.93,4.92,4.9,4.93,0.07,106285,38.7,6.52,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1632,Sita,Tharparkar,3.0,2,252,11.2,3.0,72.9,6.53,6.66,6.52,6.78,6.78,0.26,1361721,40.5,7.21,2,2,LF,HIGH,50742,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1633,Kapila,Murrah Buffalo,7.0,5,48,14.5,14.1,3.0,5.02,5.07,4.96,5.03,5.07,0.11,109087,38.8,6.68,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1634,Radha,Red Sindhi,8.9,6,190,13.1,12.8,2.3,4.97,4.96,5.04,4.98,5.04,0.08,132986,38.3,6.53,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1635,Meera,Tharparkar,2.7,3,26,14.2,12.5,11.9,5.14,4.9,6.87,5.03,6.87,1.97,349287,39.2,6.87,0,0,LH,MEDIUM,6984,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1636,Tulsi,Tharparkar,5.3,5,53,13.1,13.0,0.9,4.85,4.68,4.69,4.89,4.89,0.21,77392,38.7,6.52,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1637,Gauri,Tharparkar,6.6,6,222,14.5,7.6,47.3,6.76,6.9,6.91,6.58,6.91,0.33,1287570,41.0,7.6,2,2,LF,HIGH,36697,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1638,Lakshmi,Sahiwal,8.2,1,61,14.4,12.6,12.2,5.1,4.93,4.99,6.43,6.43,1.5,362470,38.8,6.86,0,1,RH,MEDIUM,6931,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1639,Kalyani,Sahiwal,3.8,1,105,18.9,18.6,1.8,5.2,5.07,5.21,4.97,5.21,0.24,161067,38.4,6.69,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1640,Gauri,Sahiwal,3.1,1,205,14.7,14.3,2.8,4.44,4.51,4.6,4.37,4.6,0.23,147421,38.6,6.61,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1641,Radha,Red Sindhi,9.2,6,33,10.6,10.4,2.2,4.54,4.65,4.58,4.63,4.65,0.11,108396,38.4,6.51,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1642,Kapila,Red Sindhi,4.9,4,184,12.2,5.8,52.5,8.4,8.23,8.06,7.87,8.4,0.53,1472627,40.4,7.5,2,2,LH,HIGH,35891,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1643,Lakshmi,Tharparkar,8.6,4,83,10.2,10.1,0.9,4.95,4.89,4.74,4.8,4.95,0.21,129804,38.6,6.51,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1644,Gauri,HF Cross,8.6,5,223,23.3,23.0,1.4,5.02,4.83,4.92,4.99,5.02,0.19,154343,38.7,6.56,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1645,Bhavani,HF Cross,4.8,4,131,22.9,22.4,2.4,4.74,4.85,5.0,5.0,5.0,0.26,76874,38.4,6.63,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1646,Gauri,Red Sindhi,7.4,1,209,11.8,11.7,0.5,4.59,4.61,4.69,4.59,4.69,0.1,147523,38.5,6.58,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1647,Ganga,Tharparkar,8.1,3,251,11.0,10.9,0.7,4.62,4.49,4.48,4.65,4.65,0.17,154458,38.6,6.61,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1648,Gauri,HF Cross,3.1,4,26,19.3,10.8,44.3,7.86,7.89,8.02,8.27,8.27,0.41,600000,40.6,7.18,2,1,RH,HIGH,38907,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1649,Gauri,HF Cross,5.9,6,182,25.0,9.3,62.9,6.54,6.88,6.78,6.76,6.88,0.34,898028,40.5,7.19,2,2,Both Hind,HIGH,43273,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1650,Meera,Murrah Buffalo,3.3,1,69,12.5,11.2,10.0,4.96,6.85,5.18,5.21,6.85,1.89,394195,39.0,6.87,0,0,RF,MEDIUM,6734,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1651,Surabhi,Tharparkar,4.7,3,76,13.1,11.4,12.6,4.61,6.25,4.7,4.85,6.25,1.64,224383,39.1,6.84,1,0,RF,MEDIUM,7141,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1652,Radha,Sahiwal,7.7,6,29,17.6,17.2,2.1,4.98,5.24,5.16,5.09,5.24,0.26,117075,38.5,6.47,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1653,Kalyani,Sahiwal,6.0,6,204,14.4,11.5,20.4,5.03,6.37,5.21,5.17,6.37,1.34,247943,38.5,6.72,0,1,RF,MEDIUM,10129,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1654,Surabhi,Murrah Buffalo,9.4,6,93,17.9,17.8,0.7,4.76,4.85,4.78,4.67,4.85,0.18,168944,38.4,6.67,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1655,Yamuna,HF Cross,4.5,6,111,23.6,23.3,1.3,4.51,4.65,4.67,4.42,4.67,0.25,70242,38.3,6.65,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1656,Devi,HF Cross,4.6,6,95,22.6,21.9,3.2,4.91,4.7,4.88,4.7,4.91,0.21,110809,38.5,6.61,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1657,Gauri,Gir,5.0,5,64,18.1,8.6,52.4,7.54,7.36,7.05,6.99,7.54,0.55,1706974,40.1,7.05,2,2,RF,HIGH,37143,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1658,Lakshmi,Gir,9.4,6,185,17.6,6.9,60.9,7.79,7.72,7.88,7.83,7.88,0.16,1055287,40.3,7.11,2,1,Both Front,HIGH,44600,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1659,Bhavani,HF Cross,9.4,6,57,24.2,13.5,44.3,7.34,7.23,6.97,7.03,7.34,0.37,864997,40.3,7.24,2,1,Both Front,HIGH,30527,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1660,Sita,Rathi,9.4,4,152,14.2,14.2,0.1,4.82,5.01,4.92,4.8,5.01,0.21,131147,38.3,6.57,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1661,Ganga,Gir,4.8,6,287,15.1,12.6,16.5,6.93,4.98,4.91,4.77,6.93,2.16,382313,39.1,6.72,0,0,LF,MEDIUM,9252,Subclinical warning in LF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1662,Gauri,Gir,3.8,5,104,14.0,13.8,1.4,4.55,4.71,4.73,4.56,4.73,0.18,97467,38.2,6.54,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1663,Radha,Red Sindhi,7.8,1,75,13.0,12.8,1.8,4.8,4.96,4.68,4.77,4.96,0.28,79262,38.3,6.52,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1664,Yamuna,Red Sindhi,4.6,5,239,10.8,10.7,0.7,4.81,4.84,4.72,4.69,4.84,0.15,132427,38.4,6.59,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1665,Tulsi,Gir,7.1,1,133,14.2,14.2,0.0,4.93,4.9,5.03,5.04,5.04,0.14,120492,38.8,6.66,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1666,Radha,Sahiwal,7.6,4,50,17.3,16.8,2.7,4.79,4.88,5.02,4.94,5.02,0.23,159040,38.7,6.51,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1667,Tulsi,Sahiwal,6.3,1,149,20.0,17.2,13.8,5.08,7.08,5.06,4.96,7.08,2.12,427655,38.5,6.75,1,1,RF,MEDIUM,6383,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1668,Sita,Sahiwal,3.0,1,284,14.7,14.4,2.0,4.58,4.5,4.49,4.47,4.58,0.11,165618,38.6,6.61,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1669,Kalyani,Red Sindhi,4.1,1,62,12.3,4.8,60.6,8.57,8.18,8.42,8.63,8.63,0.45,1336743,39.7,7.41,2,2,RH,HIGH,39865,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1670,Yamuna,Murrah Buffalo,7.4,3,150,15.6,5.1,67.6,7.29,6.94,7.32,7.24,7.32,0.38,1609356,40.1,7.24,2,2,RF,HIGH,49612,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1671,Sita,Sahiwal,4.3,6,274,18.3,15.9,13.0,4.96,6.8,4.96,5.03,6.8,1.84,212822,38.9,6.87,1,1,RF,MEDIUM,6424,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1672,Kapila,Murrah Buffalo,8.1,5,158,13.7,13.4,2.3,5.18,5.16,5.01,5.17,5.18,0.17,127823,38.7,6.56,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1673,Radha,Tharparkar,7.9,1,52,10.5,10.3,1.8,4.58,4.43,4.49,4.69,4.69,0.26,94311,38.5,6.57,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1674,Bhavani,Red Sindhi,2.6,4,272,15.6,15.5,0.8,4.85,4.85,4.81,4.69,4.85,0.16,117066,38.5,6.63,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1675,Lakshmi,Rathi,3.8,6,15,14.3,11.8,17.3,4.89,4.96,6.55,4.94,6.55,1.66,210000,39.2,6.93,1,0,LH,MEDIUM,8936,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1676,Devi,Red Sindhi,6.2,2,101,10.5,9.1,13.0,5.15,5.14,7.29,5.06,7.29,2.23,229541,39.0,6.78,0,1,LH,MEDIUM,6662,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1677,Kapila,Murrah Buffalo,4.4,1,213,13.3,13.3,0.3,5.1,5.16,4.92,5.05,5.16,0.24,139222,38.6,6.57,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1678,Sita,Red Sindhi,5.9,3,15,13.7,13.5,1.4,4.56,4.83,4.62,4.67,4.83,0.27,105831,38.3,6.53,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1679,Kamdhenu,Tharparkar,5.9,1,282,13.1,13.0,0.6,4.57,4.47,4.62,4.49,4.62,0.15,104948,38.6,6.67,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1680,Surabhi,Murrah Buffalo,4.6,4,105,15.2,15.0,1.6,5.14,5.08,4.99,5.17,5.17,0.18,138379,38.6,6.61,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1681,Lakshmi,Murrah Buffalo,8.7,6,113,12.7,12.3,2.8,4.56,4.53,4.44,4.63,4.63,0.19,155993,38.6,6.51,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
